,active
2014-10-05 06:55:50+01:00,306.177
2014-10-05 06:56:00+01:00,306.002
2014-10-05 06:56:10+01:00,305.596
2014-10-05 06:56:20+01:00,305.241
2014-10-05 06:56:30+01:00,304.921
2014-10-05 06:56:40+01:00,304.367
2014-10-05 06:56:50+01:00,304.661
2014-10-05 06:57:00+01:00,304.67102
2014-10-05 06:57:10+01:00,304.779
2014-10-05 06:57:20+01:00,304.969
2014-10-05 06:57:30+01:00,304.961
2014-10-05 06:57:40+01:00,304.688
2014-10-05 06:57:50+01:00,304.434
2014-10-05 06:58:00+01:00,303.72
2014-10-05 06:58:10+01:00,303.878
2014-10-05 06:58:20+01:00,303.055
2014-10-05 06:58:30+01:00,302.844
2014-10-05 06:58:40+01:00,302.161
2014-10-05 06:58:50+01:00,302.063
2014-10-05 06:59:00+01:00,301.501
2014-10-05 06:59:10+01:00,301.076
2014-10-05 06:59:20+01:00,300.669
2014-10-05 06:59:30+01:00,300.473
2014-10-05 06:59:40+01:00,299.888
2014-10-05 06:59:50+01:00,299.405
2014-10-05 07:00:00+01:00,300.779
2014-10-05 07:00:10+01:00,300.2
2014-10-05 07:00:20+01:00,300.38
2014-10-05 07:00:30+01:00,300.311
2014-10-05 07:00:40+01:00,300.104
2014-10-05 07:00:50+01:00,299.459
2014-10-05 07:01:00+01:00,298.855
2014-10-05 07:01:10+01:00,298.668
2014-10-05 07:01:20+01:00,298.522
2014-10-05 07:01:30+01:00,298.216
2014-10-05 07:01:40+01:00,298.053
2014-10-05 07:01:50+01:00,297.601
2014-10-05 07:02:00+01:00,297.471
2014-10-05 07:02:10+01:00,297.007
2014-10-05 07:02:20+01:00,296.604
2014-10-05 07:02:30+01:00,296.41602
2014-10-05 07:02:40+01:00,295.73
2014-10-05 07:02:50+01:00,295.577
2014-10-05 07:03:00+01:00,294.241
2014-10-05 07:03:10+01:00,293.924
2014-10-05 07:03:20+01:00,293.652
2014-10-05 07:03:30+01:00,278.299
2014-10-05 07:03:40+01:00,211.828
2014-10-05 07:03:50+01:00,211.76
2014-10-05 07:04:00+01:00,211.27
2014-10-05 07:04:10+01:00,210.98
2014-10-05 07:04:20+01:00,210.997
2014-10-05 07:04:30+01:00,210.606
2014-10-05 07:04:40+01:00,210.439
2014-10-05 07:04:50+01:00,210.312
2014-10-05 07:05:00+01:00,209.231
2014-10-05 07:05:10+01:00,208.406
2014-10-05 07:05:20+01:00,207.961
2014-10-05 07:05:30+01:00,208.502
2014-10-05 07:05:40+01:00,208.383
2014-10-05 07:05:50+01:00,208.287
2014-10-05 07:06:00+01:00,207.93
2014-10-05 07:06:10+01:00,207.555
2014-10-05 07:06:20+01:00,207.364
2014-10-05 07:06:30+01:00,208.166
2014-10-05 07:06:40+01:00,207.793
2014-10-05 07:06:50+01:00,207.179
2014-10-05 07:07:00+01:00,207.162
2014-10-05 07:07:10+01:00,207.116
2014-10-05 07:07:20+01:00,206.813
2014-10-05 07:07:30+01:00,207.175
2014-10-05 07:07:40+01:00,206.831
2014-10-05 07:07:50+01:00,204.781
2014-10-05 07:08:00+01:00,198.074
2014-10-05 07:08:10+01:00,199.43199
2014-10-05 07:08:20+01:00,196.951
2014-10-05 07:08:30+01:00,192.443
2014-10-05 07:08:40+01:00,192.569
2014-10-05 07:08:50+01:00,192.762
2014-10-05 07:09:00+01:00,192.593
2014-10-05 07:09:10+01:00,192.651
2014-10-05 07:09:20+01:00,192.531
2014-10-05 07:09:30+01:00,184.242
2014-10-05 07:09:40+01:00,178.202
2014-10-05 07:09:50+01:00,178.062
2014-10-05 07:10:00+01:00,178.036
2014-10-05 07:10:10+01:00,178.158
2014-10-05 07:10:20+01:00,178.288
2014-10-05 07:10:30+01:00,178.38
2014-10-05 07:10:40+01:00,177.879
2014-10-05 07:10:50+01:00,177.882
2014-10-05 07:11:00+01:00,177.956
2014-10-05 07:11:10+01:00,177.737
2014-10-05 07:11:20+01:00,177.52818
2014-10-05 07:11:30+01:00,177.5689
2014-10-05 07:11:40+01:00,177.91545
2014-10-05 07:11:50+01:00,177.942
2014-10-05 07:12:00+01:00,177.62799
2014-10-05 07:12:10+01:00,177.695
2014-10-05 07:12:20+01:00,178.204
2014-10-05 07:12:30+01:00,175.16699
2014-10-05 07:12:40+01:00,171.666
2014-10-05 07:12:50+01:00,170.828
2014-10-05 07:13:00+01:00,338.54
2014-10-05 07:13:10+01:00,2600.487
2014-10-05 07:13:20+01:00,2574.274
2014-10-05 07:13:30+01:00,2570.081
2014-10-05 07:13:40+01:00,2573.208
2014-10-05 07:13:50+01:00,2572.276
2014-10-05 07:14:00+01:00,2573.748
2014-10-05 07:14:10+01:00,2588.834
2014-10-05 07:14:20+01:00,2591.1418
2014-10-05 07:14:30+01:00,2594.304
2014-10-05 07:14:40+01:00,2596.9858
2014-10-05 07:14:50+01:00,2595.818
2014-10-05 07:15:00+01:00,2587.325
2014-10-05 07:15:10+01:00,2593.819
2014-10-05 07:15:20+01:00,2592.458
2014-10-05 07:15:30+01:00,2591.592
2014-10-05 07:15:40+01:00,2591.5
2014-10-05 07:15:50+01:00,2592.974
2014-10-05 07:16:00+01:00,2591.905
2014-10-05 07:16:10+01:00,2592.618
2014-10-05 07:16:20+01:00,266.07
2014-10-05 07:16:30+01:00,171.62
2014-10-05 07:16:40+01:00,171.475
2014-10-05 07:16:50+01:00,171.41
2014-10-05 07:17:00+01:00,171.446
2014-10-05 07:17:10+01:00,172.848
2014-10-05 07:17:20+01:00,138.656
2014-10-05 07:17:30+01:00,138.401
2014-10-05 07:17:40+01:00,138.49701
2014-10-05 07:17:50+01:00,138.613
2014-10-05 07:18:00+01:00,138.411
2014-10-05 07:18:10+01:00,138.30301
2014-10-05 07:18:20+01:00,138.711
2014-10-05 07:18:30+01:00,138.345
2014-10-05 07:18:40+01:00,138.399
2014-10-05 07:18:50+01:00,138.011
2014-10-05 07:19:00+01:00,138.308
2014-10-05 07:19:10+01:00,138.06
2014-10-05 07:19:20+01:00,138.133
2014-10-05 07:19:30+01:00,138.228
2014-10-05 07:19:40+01:00,138.49
2014-10-05 07:19:50+01:00,138.699
2014-10-05 07:20:00+01:00,138.298
2014-10-05 07:20:10+01:00,138.664
2014-10-05 07:20:20+01:00,138.765
2014-10-05 07:20:30+01:00,138.719
2014-10-05 07:20:40+01:00,138.52899
2014-10-05 07:20:50+01:00,138.588
2014-10-05 07:21:00+01:00,139.016
2014-10-05 07:21:10+01:00,138.819
2014-10-05 07:21:20+01:00,138.459
2014-10-05 07:21:30+01:00,138.957
2014-10-05 07:21:40+01:00,138.813
2014-10-05 07:21:50+01:00,138.717
2014-10-05 07:22:00+01:00,139.236
2014-10-05 07:22:10+01:00,139.056
2014-10-05 07:22:20+01:00,138.764
2014-10-05 07:22:30+01:00,139.158
2014-10-05 07:22:40+01:00,138.608
2014-10-05 07:22:50+01:00,138.661
2014-10-05 07:23:00+01:00,139.293
2014-10-05 07:23:10+01:00,138.27701
2014-10-05 07:23:20+01:00,139.992
2014-10-05 07:23:30+01:00,139.189
2014-10-05 07:23:40+01:00,139.649
2014-10-05 07:23:50+01:00,139.47299
2014-10-05 07:24:00+01:00,138.949
2014-10-05 07:24:10+01:00,138.922
2014-10-05 07:24:20+01:00,139.296
2014-10-05 07:24:30+01:00,139.608
2014-10-05 07:24:40+01:00,139.706
2014-10-05 07:24:50+01:00,139.216
2014-10-05 07:25:00+01:00,139.62799
2014-10-05 07:25:10+01:00,139.192
2014-10-05 07:25:20+01:00,138.566
2014-10-05 07:25:30+01:00,139.097
2014-10-05 07:25:40+01:00,139.071
2014-10-05 07:25:50+01:00,138.57199
2014-10-05 07:26:00+01:00,138.588
2014-10-05 07:26:10+01:00,138.96
2014-10-05 07:26:20+01:00,138.719
2014-10-05 07:26:30+01:00,138.703
2014-10-05 07:26:40+01:00,139.158
2014-10-05 07:26:50+01:00,138.713
2014-10-05 07:27:00+01:00,138.19
2014-10-05 07:27:10+01:00,138.668
2014-10-05 07:27:20+01:00,138.801
2014-10-05 07:27:30+01:00,138.606
2014-10-05 07:27:40+01:00,138.874
2014-10-05 07:27:50+01:00,138.55
2014-10-05 07:28:00+01:00,138.529
2014-10-05 07:28:10+01:00,138.54199
2014-10-05 07:28:20+01:00,138.697
2014-10-05 07:28:30+01:00,138.65
2014-10-05 07:28:40+01:00,138.732
2014-10-05 07:28:50+01:00,138.819
2014-10-05 07:29:00+01:00,139.27899
2014-10-05 07:29:10+01:00,138.299
2014-10-05 07:29:20+01:00,138.649
2014-10-05 07:29:30+01:00,138.406
2014-10-05 07:29:40+01:00,138.296
2014-10-05 07:29:50+01:00,138.032
2014-10-05 07:30:00+01:00,138.29
2014-10-05 07:30:10+01:00,138.004
2014-10-05 07:30:20+01:00,137.838
2014-10-05 07:30:30+01:00,138.169
2014-10-05 07:30:40+01:00,138.045
2014-10-05 07:30:50+01:00,137.37599
2014-10-05 07:31:00+01:00,137.815
2014-10-05 07:31:10+01:00,137.719
2014-10-05 07:31:20+01:00,137.489
2014-10-05 07:31:30+01:00,138.269
2014-10-05 07:31:40+01:00,138.058
2014-10-05 07:31:50+01:00,137.97101
2014-10-05 07:32:00+01:00,137.523
2014-10-05 07:32:10+01:00,138.454
2014-10-05 07:32:20+01:00,138.419
2014-10-05 07:32:30+01:00,138.69499
2014-10-05 07:32:40+01:00,138.717
2014-10-05 07:32:50+01:00,138.995
2014-10-05 07:33:00+01:00,138.09799
2014-10-05 07:33:10+01:00,138.227
2014-10-05 07:33:20+01:00,138.561
2014-10-05 07:33:30+01:00,138.59
2014-10-05 07:33:40+01:00,137.908
2014-10-05 07:33:50+01:00,138.385
2014-10-05 07:34:00+01:00,138.563
2014-10-05 07:34:10+01:00,137.98601
2014-10-05 07:34:20+01:00,137.956
2014-10-05 07:34:30+01:00,138.275
2014-10-05 07:34:40+01:00,137.824
2014-10-05 07:34:50+01:00,138.025
2014-10-05 07:35:00+01:00,138.583
2014-10-05 07:35:10+01:00,138.311
2014-10-05 07:35:20+01:00,138.281
2014-10-05 07:35:30+01:00,138.312
2014-10-05 07:35:40+01:00,138.427
2014-10-05 07:35:50+01:00,137.827
2014-10-05 07:36:00+01:00,137.777
2014-10-05 07:36:10+01:00,138.129
2014-10-05 07:36:20+01:00,139.21637
2014-10-05 07:36:30+01:00,138.60222
2014-10-05 07:36:40+01:00,138.09546
2014-10-05 07:36:50+01:00,137.641
2014-10-05 07:37:00+01:00,209.22
2014-10-05 07:37:10+01:00,271.489
2014-10-05 07:37:20+01:00,232.256
2014-10-05 07:37:30+01:00,230.849
2014-10-05 07:37:40+01:00,230.463
2014-10-05 07:37:50+01:00,229.917
2014-10-05 07:38:00+01:00,229.975
2014-10-05 07:38:10+01:00,230.836
2014-10-05 07:38:20+01:00,230.288
2014-10-05 07:38:30+01:00,225.488
2014-10-05 07:38:40+01:00,223.449
2014-10-05 07:38:50+01:00,222.035
2014-10-05 07:39:00+01:00,222.807
2014-10-05 07:39:10+01:00,222.896
2014-10-05 07:39:20+01:00,223.28
2014-10-05 07:39:30+01:00,224.697
2014-10-05 07:39:40+01:00,224.562
2014-10-05 07:39:50+01:00,224.733
2014-10-05 07:40:00+01:00,224.697
2014-10-05 07:40:10+01:00,224.915
2014-10-05 07:40:20+01:00,225.625
2014-10-05 07:40:30+01:00,225.849
2014-10-05 07:40:40+01:00,226.513
2014-10-05 07:40:50+01:00,227.068
2014-10-05 07:41:00+01:00,226.807
2014-10-05 07:41:10+01:00,203.901
2014-10-05 07:41:20+01:00,136.893
2014-10-05 07:41:30+01:00,137.263
2014-10-05 07:41:40+01:00,137.49701
2014-10-05 07:41:50+01:00,136.864
2014-10-05 07:42:00+01:00,137.31601
2014-10-05 07:42:10+01:00,137.107
2014-10-05 07:42:20+01:00,136.995
2014-10-05 07:42:30+01:00,137.303
2014-10-05 07:42:40+01:00,137.037
2014-10-05 07:42:50+01:00,136.656
2014-10-05 07:43:00+01:00,137.365
2014-10-05 07:43:10+01:00,136.782
2014-10-05 07:43:20+01:00,136.785
2014-10-05 07:43:30+01:00,137.311
2014-10-05 07:43:40+01:00,136.775
2014-10-05 07:43:50+01:00,137.191
2014-10-05 07:44:00+01:00,137.70999
2014-10-05 07:44:10+01:00,137.234
2014-10-05 07:44:20+01:00,137.178
2014-10-05 07:44:30+01:00,136.946
2014-10-05 07:44:40+01:00,136.776
2014-10-05 07:44:50+01:00,136.92
2014-10-05 07:45:00+01:00,136.57199
2014-10-05 07:45:10+01:00,136.593
2014-10-05 07:45:20+01:00,136.671
2014-10-05 07:45:30+01:00,137.034
2014-10-05 07:45:40+01:00,136.199
2014-10-05 07:45:50+01:00,136.66
2014-10-05 07:46:00+01:00,135.723
2014-10-05 07:46:10+01:00,185.837
2014-10-05 07:46:20+01:00,388.499
2014-10-05 07:46:30+01:00,388.687
2014-10-05 07:46:40+01:00,387.983
2014-10-05 07:46:50+01:00,388.891
2014-10-05 07:47:00+01:00,390.014
2014-10-05 07:47:10+01:00,389.701
2014-10-05 07:47:20+01:00,391.2
2014-10-05 07:47:30+01:00,391.037
2014-10-05 07:47:40+01:00,390.341
2014-10-05 07:47:50+01:00,391.764
2014-10-05 07:48:00+01:00,389.843
2014-10-05 07:48:10+01:00,388.883
2014-10-05 07:48:20+01:00,390.125
2014-10-05 07:48:30+01:00,389.555
2014-10-05 07:48:40+01:00,389.722
2014-10-05 07:48:50+01:00,390.443
2014-10-05 07:49:00+01:00,388.681
2014-10-05 07:49:10+01:00,389.888
2014-10-05 07:49:20+01:00,390.169
2014-10-05 07:49:30+01:00,389.831
2014-10-05 07:49:40+01:00,390.262
2014-10-05 07:49:50+01:00,390.454
2014-10-05 07:50:00+01:00,392.369
2014-10-05 07:50:10+01:00,393.985
2014-10-05 07:50:20+01:00,394.096
2014-10-05 07:50:30+01:00,392.323
2014-10-05 07:50:40+01:00,393.02
2014-10-05 07:50:50+01:00,392.987
2014-10-05 07:51:00+01:00,390.977
2014-10-05 07:51:10+01:00,391.912
2014-10-05 07:51:20+01:00,391.851
2014-10-05 07:51:30+01:00,390.522
2014-10-05 07:51:40+01:00,392.011
2014-10-05 07:51:50+01:00,391.958
2014-10-05 07:52:00+01:00,390.54
2014-10-05 07:52:10+01:00,391.591
2014-10-05 07:52:20+01:00,391.263
2014-10-05 07:52:30+01:00,389.756
2014-10-05 07:52:40+01:00,390.482
2014-10-05 07:52:50+01:00,389.714
2014-10-05 07:53:00+01:00,388.305
2014-10-05 07:53:10+01:00,389.743
2014-10-05 07:53:20+01:00,390.412
2014-10-05 07:53:30+01:00,389.933
2014-10-05 07:53:40+01:00,390.636
2014-10-05 07:53:50+01:00,390.44598
2014-10-05 07:54:00+01:00,389.91998
2014-10-05 07:54:10+01:00,391.674
2014-10-05 07:54:20+01:00,392.553
2014-10-05 07:54:30+01:00,391.263
2014-10-05 07:54:40+01:00,392.544
2014-10-05 07:54:50+01:00,391.312
2014-10-05 07:55:00+01:00,389.516
2014-10-05 07:55:10+01:00,390.726
2014-10-05 07:55:20+01:00,390.214
2014-10-05 07:55:30+01:00,389.64
2014-10-05 07:55:40+01:00,390.209
2014-10-05 07:55:50+01:00,389.813
2014-10-05 07:56:00+01:00,389.077
2014-10-05 07:56:10+01:00,389.143
2014-10-05 07:56:20+01:00,388.8
2014-10-05 07:56:30+01:00,389.165
2014-10-05 07:56:40+01:00,410.12
2014-10-05 07:56:50+01:00,439.058
2014-10-05 07:57:00+01:00,438.519
2014-10-05 07:57:10+01:00,439.086
2014-10-05 07:57:20+01:00,438.193
2014-10-05 07:57:30+01:00,437.742
2014-10-05 07:57:40+01:00,438.629
2014-10-05 07:57:50+01:00,437.449
2014-10-05 07:58:00+01:00,438.081
2014-10-05 07:58:10+01:00,444.502
2014-10-05 07:58:20+01:00,444.96
2014-10-05 07:58:30+01:00,437.747
2014-10-05 07:58:40+01:00,1245.533
2014-10-05 07:58:50+01:00,2054.2036
2014-10-05 07:59:00+01:00,2053.7412
2014-10-05 07:59:10+01:00,914.332
2014-10-05 07:59:20+01:00,438.031
2014-10-05 07:59:30+01:00,437.46365
2014-10-05 07:59:40+01:00,437.36
2014-10-05 07:59:50+01:00,435.773
2014-10-05 08:00:00+01:00,433.975
2014-10-05 08:00:10+01:00,434.986
2014-10-05 08:00:20+01:00,434.552
2014-10-05 08:00:30+01:00,436.37
2014-10-05 08:00:40+01:00,436.4673
2014-10-05 08:00:50+01:00,435.623
2014-10-05 08:01:00+01:00,435.942
2014-10-05 08:01:10+01:00,435.842
2014-10-05 08:01:20+01:00,304.477
2014-10-05 08:01:30+01:00,203.722
2014-10-05 08:01:40+01:00,204.672
2014-10-05 08:01:50+01:00,205.158
2014-10-05 08:02:00+01:00,205.353
2014-10-05 08:02:10+01:00,205.415
2014-10-05 08:02:20+01:00,205.073
2014-10-05 08:02:30+01:00,205.196
2014-10-05 08:02:40+01:00,205.21
2014-10-05 08:02:50+01:00,205.41
2014-10-05 08:03:00+01:00,205.263
2014-10-05 08:03:10+01:00,206.283
2014-10-05 08:03:20+01:00,207.243
2014-10-05 08:03:30+01:00,207.27301
2014-10-05 08:03:40+01:00,208.136
2014-10-05 08:03:50+01:00,208.187
2014-10-05 08:04:00+01:00,209.62
2014-10-05 08:04:10+01:00,210.782
2014-10-05 08:04:20+01:00,211.022
2014-10-05 08:04:30+01:00,210.807
2014-10-05 08:04:40+01:00,210.739
2014-10-05 08:04:50+01:00,210.582
2014-10-05 08:05:00+01:00,209.702
2014-10-05 08:05:10+01:00,210.481
2014-10-05 08:05:20+01:00,210.757
2014-10-05 08:05:30+01:00,209.712
2014-10-05 08:05:40+01:00,209.6
2014-10-05 08:05:50+01:00,209.47299
2014-10-05 08:06:00+01:00,208.809
2014-10-05 08:06:10+01:00,209.924
2014-10-05 08:06:20+01:00,209.61
2014-10-05 08:06:30+01:00,209.254
2014-10-05 08:06:40+01:00,209.618
2014-10-05 08:06:50+01:00,209.784
2014-10-05 08:07:00+01:00,209.145
2014-10-05 08:07:10+01:00,209.298
2014-10-05 08:07:20+01:00,209.266
2014-10-05 08:07:30+01:00,208.859
2014-10-05 08:07:40+01:00,209.211
2014-10-05 08:07:50+01:00,208.951
2014-10-05 08:08:00+01:00,208.589
2014-10-05 08:08:10+01:00,209.299
2014-10-05 08:08:20+01:00,207.994
2014-10-05 08:08:30+01:00,207.886
2014-10-05 08:08:40+01:00,207.793
2014-10-05 08:08:50+01:00,207.462
2014-10-05 08:09:00+01:00,207.097
2014-10-05 08:09:10+01:00,207.737
2014-10-05 08:09:20+01:00,207.602
2014-10-05 08:09:30+01:00,207.193
2014-10-05 08:09:40+01:00,207.134
2014-10-05 08:09:50+01:00,206.654
2014-10-05 08:10:00+01:00,206.222
2014-10-05 08:10:10+01:00,206.718
2014-10-05 08:10:20+01:00,206.701
2014-10-05 08:10:30+01:00,206.4
2014-10-05 08:10:40+01:00,206.35
2014-10-05 08:10:50+01:00,207.499
2014-10-05 08:11:00+01:00,206.383
2014-10-05 08:11:10+01:00,241.218
2014-10-05 08:11:20+01:00,426.787
2014-10-05 08:11:30+01:00,335.941
2014-10-05 08:11:40+01:00,315.244
2014-10-05 08:11:50+01:00,305.466
2014-10-05 08:12:00+01:00,302.495
2014-10-05 08:12:10+01:00,307.279
2014-10-05 08:12:20+01:00,302.08002
2014-10-05 08:12:30+01:00,294.487
2014-10-05 08:12:40+01:00,290.671
2014-10-05 08:12:50+01:00,290.665
2014-10-05 08:13:00+01:00,289.684
2014-10-05 08:13:10+01:00,290.545
2014-10-05 08:13:20+01:00,291.354
2014-10-05 08:13:30+01:00,291.852
2014-10-05 08:13:40+01:00,292.44
2014-10-05 08:13:50+01:00,290.695
2014-10-05 08:14:00+01:00,290.298
2014-10-05 08:14:10+01:00,290.438
2014-10-05 08:14:20+01:00,294.746
2014-10-05 08:14:30+01:00,294.18298
2014-10-05 08:14:40+01:00,294.112
2014-10-05 08:14:50+01:00,296.278
2014-10-05 08:15:00+01:00,295.173
2014-10-05 08:15:10+01:00,294.993
2014-10-05 08:15:20+01:00,294.707
2014-10-05 08:15:30+01:00,295.328
2014-10-05 08:15:40+01:00,294.613
2014-10-05 08:15:50+01:00,293.984
2014-10-05 08:16:00+01:00,292.826
2014-10-05 08:16:10+01:00,293.314
2014-10-05 08:16:20+01:00,293.296
2014-10-05 08:16:30+01:00,292.205
2014-10-05 08:16:40+01:00,291.519
2014-10-05 08:16:50+01:00,366.264
2014-10-05 08:17:00+01:00,1834.787
2014-10-05 08:17:10+01:00,1894.468
2014-10-05 08:17:20+01:00,1901.213
2014-10-05 08:17:30+01:00,1412.345
2014-10-05 08:17:40+01:00,937.351
2014-10-05 08:17:50+01:00,842.642
2014-10-05 08:18:00+01:00,294.272
2014-10-05 08:18:10+01:00,293.044
2014-10-05 08:18:20+01:00,292.904
2014-10-05 08:18:30+01:00,276.025
2014-10-05 08:18:40+01:00,273.768
2014-10-05 08:18:50+01:00,274.355
2014-10-05 08:19:00+01:00,274.565
2014-10-05 08:19:10+01:00,275.22202
2014-10-05 08:19:20+01:00,275.507
2014-10-05 08:19:30+01:00,274.799
2014-10-05 08:19:40+01:00,274.944
2014-10-05 08:19:50+01:00,276.101
2014-10-05 08:20:00+01:00,275.958
2014-10-05 08:20:10+01:00,275.42902
2014-10-05 08:20:20+01:00,275.33002
2014-10-05 08:20:30+01:00,275.499
2014-10-05 08:20:40+01:00,275.60098
2014-10-05 08:20:50+01:00,275.689
2014-10-05 08:21:00+01:00,275.262
2014-10-05 08:21:10+01:00,273.816
2014-10-05 08:21:20+01:00,273.594
2014-10-05 08:21:30+01:00,275.326
2014-10-05 08:21:40+01:00,275.052
2014-10-05 08:21:50+01:00,274.107
2014-10-05 08:22:00+01:00,273.945
2014-10-05 08:22:10+01:00,273.555
2014-10-05 08:22:20+01:00,275.357
2014-10-05 08:22:30+01:00,275.815
2014-10-05 08:22:40+01:00,274.85
2014-10-05 08:22:50+01:00,274.177
2014-10-05 08:23:00+01:00,274.703
2014-10-05 08:23:10+01:00,276.071
2014-10-05 08:23:20+01:00,274.99402
2014-10-05 08:23:30+01:00,274.335
2014-10-05 08:23:40+01:00,274.853
2014-10-05 08:23:50+01:00,275.635
2014-10-05 08:24:00+01:00,276.699
2014-10-05 08:24:10+01:00,277.039
2014-10-05 08:24:20+01:00,276.356
2014-10-05 08:24:30+01:00,277.866
2014-10-05 08:24:40+01:00,276.783
2014-10-05 08:24:50+01:00,276.901
2014-10-05 08:25:00+01:00,278.346
2014-10-05 08:25:10+01:00,278.04498
2014-10-05 08:25:20+01:00,277.862
2014-10-05 08:25:30+01:00,277.69
2014-10-05 08:25:40+01:00,276.958
2014-10-05 08:25:50+01:00,276.978
2014-10-05 08:26:00+01:00,277.30908
2014-10-05 08:26:10+01:00,276.434
2014-10-05 08:26:20+01:00,275.84888
2014-10-05 08:26:30+01:00,275.62363
2014-10-05 08:26:40+01:00,275.389
2014-10-05 08:26:50+01:00,275.475
2014-10-05 08:27:00+01:00,275.55798
2014-10-05 08:27:10+01:00,275.42902
2014-10-05 08:27:20+01:00,276.55
2014-10-05 08:27:30+01:00,276.087
2014-10-05 08:27:40+01:00,275.414
2014-10-05 08:27:50+01:00,275.587
2014-10-05 08:28:00+01:00,276.517
2014-10-05 08:28:10+01:00,275.573
2014-10-05 08:28:20+01:00,275.457
2014-10-05 08:28:30+01:00,276.177
2014-10-05 08:28:40+01:00,276.102
2014-10-05 08:28:50+01:00,275.22
2014-10-05 08:29:00+01:00,275.473
2014-10-05 08:29:10+01:00,275.136
2014-10-05 08:29:20+01:00,275.581
2014-10-05 08:29:30+01:00,275.523
2014-10-05 08:29:40+01:00,276.919
2014-10-05 08:29:50+01:00,276.92398
2014-10-05 08:30:00+01:00,277.037
2014-10-05 08:30:10+01:00,276.978
2014-10-05 08:30:20+01:00,277.299
2014-10-05 08:30:30+01:00,278.07
2014-10-05 08:30:40+01:00,277.78198
2014-10-05 08:30:50+01:00,276.486
2014-10-05 08:31:00+01:00,277.719
2014-10-05 08:31:10+01:00,278.312
2014-10-05 08:31:20+01:00,275.939
2014-10-05 08:31:30+01:00,276.267
2014-10-05 08:31:40+01:00,277.15
2014-10-05 08:31:50+01:00,275.259
2014-10-05 08:32:00+01:00,275.435
2014-10-05 08:32:10+01:00,277.686
2014-10-05 08:32:20+01:00,276.79102
2014-10-05 08:32:30+01:00,277.836
2014-10-05 08:32:40+01:00,277.701
2014-10-05 08:32:50+01:00,277.302
2014-10-05 08:33:00+01:00,278.198
2014-10-05 08:33:10+01:00,278.222
2014-10-05 08:33:20+01:00,277.819
2014-10-05 08:33:30+01:00,276.976
2014-10-05 08:33:40+01:00,276.888
2014-10-05 08:33:50+01:00,276.24298
2014-10-05 08:34:00+01:00,276.4
2014-10-05 08:34:10+01:00,277.069
2014-10-05 08:34:20+01:00,276.226
2014-10-05 08:34:30+01:00,276.585
2014-10-05 08:34:40+01:00,278.12698
2014-10-05 08:34:50+01:00,278.798
2014-10-05 08:35:00+01:00,277.98898
2014-10-05 08:35:10+01:00,278.472
2014-10-05 08:35:20+01:00,278.038
2014-10-05 08:35:30+01:00,277.746
2014-10-05 08:35:40+01:00,278.541
2014-10-05 08:35:50+01:00,278.198
2014-10-05 08:36:00+01:00,276.91
2014-10-05 08:36:10+01:00,277.042
2014-10-05 08:36:20+01:00,276.764
2014-10-05 08:36:30+01:00,276.511
2014-10-05 08:36:40+01:00,275.738
2014-10-05 08:36:50+01:00,275.736
2014-10-05 08:37:00+01:00,274.494
2014-10-05 08:37:10+01:00,275.392
2014-10-05 08:37:20+01:00,275.235
2014-10-05 08:37:30+01:00,275.66
2014-10-05 08:37:40+01:00,275.681
2014-10-05 08:37:50+01:00,277.24802
2014-10-05 08:38:00+01:00,277.238
2014-10-05 08:38:10+01:00,276.526
2014-10-05 08:38:20+01:00,277.391
2014-10-05 08:38:30+01:00,276.596
2014-10-05 08:38:40+01:00,276.376
2014-10-05 08:38:50+01:00,275.88
2014-10-05 08:39:00+01:00,276.135
2014-10-05 08:39:10+01:00,274.632
2014-10-05 08:39:20+01:00,275.761
2014-10-05 08:39:30+01:00,275.204
2014-10-05 08:39:40+01:00,276.65
2014-10-05 08:39:50+01:00,276.417
2014-10-05 08:40:00+01:00,276.866
2014-10-05 08:40:10+01:00,276.479
2014-10-05 08:40:20+01:00,276.395
2014-10-05 08:40:30+01:00,403.353
2014-10-05 08:40:40+01:00,2730.939
2014-10-05 08:40:50+01:00,2690.91
2014-10-05 08:41:00+01:00,2682.161
2014-10-05 08:41:10+01:00,3164.855
2014-10-05 08:41:20+01:00,4244.5127
2014-10-05 08:41:30+01:00,4252.52
2014-10-05 08:41:40+01:00,4256.008
2014-10-05 08:41:50+01:00,4274.525
2014-10-05 08:42:00+01:00,4303.898
2014-10-05 08:42:10+01:00,4292.851
2014-10-05 08:42:20+01:00,4278.952
2014-10-05 08:42:30+01:00,4235.9
2014-10-05 08:42:40+01:00,1905.0131
2014-10-05 08:42:50+01:00,1901.48
2014-10-05 08:43:00+01:00,1896.988
2014-10-05 08:43:10+01:00,1897.923
2014-10-05 08:43:20+01:00,1885.958
2014-10-05 08:43:30+01:00,1886.689
2014-10-05 08:43:40+01:00,1899.097
2014-10-05 08:43:50+01:00,1898.9929
2014-10-05 08:44:00+01:00,1888.958
2014-10-05 08:44:10+01:00,1874.284
2014-10-05 08:44:20+01:00,1874.062
2014-10-05 08:44:30+01:00,1876.613
2014-10-05 08:44:40+01:00,667.17303
2014-10-05 08:44:50+01:00,280.77
2014-10-05 08:45:00+01:00,279.279
2014-10-05 08:45:10+01:00,279.63
2014-10-05 08:45:20+01:00,280.19598
2014-10-05 08:45:30+01:00,278.738
2014-10-05 08:45:40+01:00,278.542
2014-10-05 08:45:50+01:00,278.697
